1.2670	-1.0249	110.7285	-0.1816	-0.2654	-9.5986	-0.2488	-0.6447	-0.3642	-0.3425	-0.7265	1.0131	35.8369	40.3595
1.2809	-1.0127	110.7272	-0.1895	-0.2504	-9.5987	0.5176	0.1107	0.0854	-0.3452	-0.7313	1.0099	35.8319	40.3595
1.2781	-0.9891	110.7188	-0.2050	-0.2504	-9.6064	-0.5572	0.3492	-0.0155	-0.3423	-0.7292	1.0046	35.8369	40.3595
1.2666	-0.9792	110.7081	-0.1972	-0.2579	-9.6063	-0.6003	0.0945	-0.5115	-0.3455	-0.7351	1.0014	35.8319	40.3595
1.2654	-0.9896	110.7138	-0.2127	-0.2653	-9.5986	0.2123	-0.5047	-0.1865	-0.3448	-0.7286	1.0070	35.8269	40.3595
1.3041	-0.9666	110.7229	-0.1971	-0.2653	-9.5986	0.3768	0.4210	0.1147	-0.3432	-0.7239	1.0135	35.8420	40.3595
1.2989	-0.9814	110.7138	-0.2049	-0.2728	-9.5986	-0.0003	-0.3067	0.3480	-0.3453	-0.7294	1.0122	35.8269	40.3595
1.3023	-0.9750	110.7052	-0.1817	-0.2579	-9.5986	0.1348	-0.0376	0.0481	-0.3439	-0.7320	1.0093	35.8420	40.3595
1.2920	-0.9749	110.6721	-0.1971	-0.2653	-9.5986	0.0789	-0.2538	-0.0122	-0.3417	-0.7293	1.0093	35.8420	40.3595
1.2887	-0.9823	110.6799	-0.2049	-0.2504	-9.5833	-0.0730	-0.1577	0.2522	-0.3417	-0.7277	1.0084	35.8470	40.3595
1.2756	-0.9689	110.6641	-0.2049	-0.2579	-9.5986	-0.1797	0.3784	0.2566	-0.3421	-0.7275	1.0075	35.8672	40.3595
1.2876	-0.9982	110.6387	-0.1972	-0.2579	-9.5986	0.4627	-0.2021	-0.8214	-0.3449	-0.7328	1.0053	35.8571	40.3595
1.2882	-0.9799	110.6326	-0.1971	-0.2653	-9.5986	-0.1698	0.3108	-0.0688	-0.3453	-0.7279	1.0078	35.8571	40.3595
1.2894	-0.9475	110.6349	-0.1971	-0.2578	-9.5755	-0.5157	0.4503	-0.5415	-0.3431	-0.7286	1.0099	35.8873	40.3595
1.2801	-0.9473	110.6291	-0.1893	-0.2728	-9.5832	0.2241	-0.1434	-0.0667	-0.3389	-0.7263	1.0117	35.8722	40.3595
1.2598	-0.9648	110.6215	-0.1895	-0.2580	-9.6217	-0.0823	-0.8699	0.2070	-0.3437	-0.7304	1.0088	35.8521	40.3595
1.2193	-0.9723	110.6229	-0.1894	-0.2504	-9.5833	-0.6354	-0.4915	-0.2868	-0.3438	-0.7242	1.0135	35.8621	40.3595
1.2392	-0.9785	110.6236	-0.1972	-0.2579	-9.5986	-0.1781	0.1007	0.0111	-0.3385	-0.7240	1.0180	35.8873	40.3595
1.2617	-0.9863	110.6202	-0.1816	-0.2729	-9.6063	-0.2618	-0.3410	0.0557	-0.3417	-0.7289	1.0081	35.8823	40.4358
1.2700	-0.9716	110.6305	-0.1816	-0.2654	-9.5986	-0.0803	0.1148	-0.1638	-0.3399	-0.7233	1.0178	35.8823	40.4358
1.2775	-0.9841	110.6196	-0.2049	-0.2654	-9.6063	-0.1209	0.1671	0.1164	-0.3449	-0.7260	1.0118	35.9024	40.4358
1.2508	-1.0095	110.6406	-0.1972	-0.2579	-9.5986	-0.1772	0.0780	0.3514	-0.3432	-0.7259	1.0137	35.8974	40.4358
1.2464	-1.0213	110.6447	-0.1894	-0.2654	-9.5986	0.0053	-0.1807	-0.2033	-0.3419	-0.7233	1.0161	35.8923	40.4358
1.2469	-1.0081	110.6475	-0.2049	-0.2578	-9.5832	-0.1930	-0.1777	-0.3096	-0.3420	-0.7305	1.0132	35.8823	40.4358
1.2165	-1.0211	110.6362	-0.1972	-0.2579	-9.5909	-0.7013	-0.6455	-0.0520	-0.3458	-0.7352	1.0062	35.9074	40.4358
1.1684	-1.0492	110.6383	-0.2126	-0.2577	-9.5524	0.1245	-0.0535	0.0025	-0.3422	-0.7380	1.0017	35.9074	40.4358
1.1649	-1.0599	110.6374	-0.1972	-0.2354	-9.5602	0.7319	0.0370	0.2209	-0.3459	-0.7324	1.0091	35.9175	40.4358
1.1552	-1.0330	110.6078	-0.2050	-0.2504	-9.6064	-0.1943	0.0400	-0.0594	-0.3420	-0.7257	1.0124	35.9276	40.4358
1.1653	-1.0150	110.6015	-0.2127	-0.2504	-9.5910	-0.7040	0.0291	-0.4177	-0.3419	-0.7301	1.0104	35.9175	40.4358
1.1804	-1.0376	110.6301	-0.2050	-0.2429	-9.5833	0.3489	-0.3344	0.4492	-0.3458	-0.7298	1.0129	35.9074	40.4358
1.1772	-1.0372	110.6035	-0.2129	-0.2355	-9.6064	0.1134	0.2460	-0.2882	-0.3457	-0.7328	1.0114	35.9024	40.4358
1.1856	-1.0267	110.6081	-0.1972	-0.2504	-9.5910	0.1429	-0.4933	0.1526	-0.3440	-0.7269	1.0093	35.9074	40.4358
1.1859	-1.0371	110.6110	-0.1972	-0.2579	-9.6063	-0.3904	-0.0367	-0.0656	-0.3418	-0.7273	1.0152	35.9125	40.4358
1.2216	-1.0427	110.5741	-0.2050	-0.2579	-9.6063	-0.0500	0.3311	-0.1389	-0.3448	-0.7321	1.0096	35.9477	40.4358
1.2048	-1.0554	110.5885	-0.2050	-0.2504	-9.5910	-0.1478	-0.2106	-0.0293	-0.3472	-0.7330	1.0080	35.9125	40.4358
1.2261	-1.0607	110.5888	-0.1972	-0.2504	-9.6064	0.5266	0.4591	-0.2661	-0.3426	-0.7276	1.0102	35.9276	40.5121
1.2390	-1.0529	110.5938	-0.2051	-0.2430	-9.6064	0.3416	-0.0683	-0.2420	-0.3391	-0.7266	1.0143	35.9225	40.4358
1.2486	-1.0379	110.5917	-0.2051	-0.2280	-9.5987	0.2860	0.1119	-0.2174	-0.3409	-0.7276	1.0104	35.9225	40.5121
1.2648	-1.0399	110.5723	-0.1972	-0.2579	-9.5909	0.1452	0.1327	0.0523	-0.3429	-0.7262	1.0093	35.9326	40.5121
1.2765	-1.0392	110.5624	-0.2128	-0.2429	-9.5987	-0.1462	-0.5769	0.6115	-0.3416	-0.7235	1.0131	35.9528	40.5121
1.2557	-1.0324	110.5182	-0.1973	-0.2430	-9.6064	-0.0506	-0.2716	-0.2393	-0.3403	-0.7246	1.0133	35.9930	40.5121
1.2715	-1.0385	110.4987	-0.2050	-0.2429	-9.5987	-0.1720	0.2464	0.0804	-0.3451	-0.7264	1.0122	35.9880	40.5121
1.2905	-1.0540	110.5242	-0.1973	-0.2429	-9.5987	0.1624	-0.4111	0.4178	-0.3442	-0.7281	1.0098	35.9880	40.5121
1.2958	-1.0469	110.4879	-0.1895	-0.2429	-9.5910	-0.0663	0.6231	0.1209	-0.3418	-0.7289	1.0141	35.9880	40.5121
1.3337	-1.0603	110.4859	-0.2205	-0.2504	-9.6063	-0.0887	0.2112	-0.0643	-0.3390	-0.7206	1.0151	35.9729	40.5121
1.3566	-1.0730	110.4606	-0.1973	-0.2430	-9.6141	0.1323	-0.4575	-0.4587	-0.3488	-0.7160	1.0051	35.9679	40.5121
1.3388	-1.0660	110.4646	-0.2127	-0.2503	-9.5756	-0.0389	-0.2189	0.1413	-0.3275	-0.7109	1.0121	35.9628	40.5121
1.3234	-1.0570	110.4476	-0.2127	-0.2428	-9.5679	0.0479	0.2538	0.2668	-0.3263	-0.7075	1.0080	35.9880	40.5121
1.2965	-1.0560	110.4715	-0.1972	-0.2504	-9.5987	-0.0487	-0.2317	0.4516	-0.3267	-0.7114	1.0092	36.0081	40.5121
1.3093	-1.0783	110.4734	-0.2050	-0.2504	-9.5910	0.3962	0.0666	-0.2921	-0.3199	-0.7080	1.0157	35.9981	40.5121
1.3353	-1.0706	110.4653	-0.2050	-0.2504	-9.5987	-0.0635	0.2259	-0.0693	-0.3238	-0.7099	1.0091	36.0031	40.5121
1.3421	-1.0699	110.4506	-0.2050	-0.2279	-9.5603	0.3064	-0.1828	0.0377	-0.3291	-0.7144	1.0059	35.9779	40.5121
1.3483	-1.0738	110.4526	-0.2128	-0.2429	-9.6064	-0.3997	0.1694	0.0089	-0.3297	-0.7161	1.0042	35.9628	40.5121
1.3378	-1.0819	110.4604	-0.2050	-0.2504	-9.5987	-0.0143	-0.3163	-0.1993	-0.3263	-0.7098	1.0064	35.9729	40.5121
1.3405	-1.0569	110.4632	-0.2051	-0.2430	-9.6064	0.7065	-0.3485	-0.4458	-0.3261	-0.7118	1.0124	35.9729	40.5121
1.3695	-1.0904	110.4388	-0.2050	-0.2429	-9.5910	0.3373	0.0418	-0.2025	-0.3256	-0.7132	1.0082	35.9880	40.5121
1.3857	-1.0956	110.4462	-0.2050	-0.2429	-9.5987	-0.2438	-0.2587	-0.3509	-0.3259	-0.7159	1.0007	35.9981	40.5884
1.3916	-1.0832	110.4310	-0.2049	-0.2578	-9.5909	0.0100	0.1500	-0.2043	-0.3270	-0.7201	1.0033	36.0283	40.5121
1.4193	-1.0471	110.4350	-0.2050	-0.2429	-9.5833	-0.1470	0.2640	-0.2303	-0.3293	-0.7172	1.0044	36.0081	40.5884
1.4745	-1.0304	110.3991	-0.2281	-0.2427	-9.5140	-0.3590	0.4545	0.0438	-0.3254	-0.7110	1.0115	36.0081	40.5884
1.5058	-1.0101	110.4086	-0.1893	-0.2653	-9.5832	-0.1169	-0.0633	0.2855	-0.3313	-0.7161	1.0031	36.0182	40.5884
1.5006	-1.0163	110.4137	-0.1894	-0.2654	-9.6140	0.0792	0.0788	0.2916	-0.3290	-0.7201	1.0018	36.0081	40.5884
1.4882	-1.0188	110.3756	-0.1895	-0.2504	-9.5987	0.0672	0.0536	-0.3945	-0.3285	-0.7217	1.0005	36.0233	40.5884
1.4889	-1.0173	110.3663	-0.1972	-0.2579	-9.5986	-0.0999	0.2571	0.1503	-0.3283	-0.7201	0.9997	36.0333	40.5884
1.4956	-0.9962	110.3879	-0.2050	-0.2504	-9.6064	-0.0589	0.1203	-0.1098	-0.3261	-0.7082	1.0100	36.0182	40.5884
1.4900	-0.9883	110.3623	-0.1817	-0.2579	-9.5986	0.0207	0.0375	-0.4750	-0.3265	-0.7099	1.0070	36.0182	40.5884
1.5015	-0.9698	110.3579	-0.2051	-0.2280	-9.6064	-0.1377	0.5373	0.0698	-0.3239	-0.7074	1.0063	36.0182	40.5884
1.5154	-0.9597	110.3414	-0.1971	-0.2803	-9.5985	-0.0567	-0.0428	0.2607	-0.3277	-0.7069	1.0081	36.0635	40.5884
1.5204	-0.9658	110.3405	-0.1971	-0.2653	-9.5986	-0.1988	-0.0913	-0.0856	-0.3259	-0.7060	1.0087	36.0585	40.5884
1.5211	-0.9489	110.3397	-0.2050	-0.2504	-9.6141	0.0723	0.0603	0.4916	-0.3261	-0.7099	1.0086	36.0635	40.5884
1.5450	-0.9507	110.3578	-0.1894	-0.2579	-9.5986	0.2891	-0.0764	0.1873	-0.3274	-0.7124	1.0052	36.0333	40.5884
1.5752	-0.9596	110.3284	-0.1816	-0.2654	-9.6063	0.1233	0.0202	0.5068	-0.3326	-0.7198	1.0018	36.0535	40.5884
1.5759	-0.9675	110.3293	-0.1894	-0.2653	-9.5909	-0.0205	-0.1319	-0.2651	-0.3298	-0.7111	1.0036	36.0736	40.5884
1.5789	-0.9799	110.3231	-0.2049	-0.2654	-9.6063	0.0233	-0.3204	-0.0795	-0.3276	-0.7088	1.0043	36.0736	40.5884
1.5893	-0.9876	110.3464	-0.1973	-0.2579	-9.6217	0.1170	-0.2301	-0.1742	-0.3268	-0.7097	1.0067	36.0786	40.5884
1.5907	-0.9718	110.3341	-0.1972	-0.2579	-9.6063	-0.3818	0.1880	-0.1420	-0.3219	-0.7068	1.0076	36.0736	40.5884
1.5943	-0.9734	110.3292	-0.2050	-0.2504	-9.5910	0.2761	0.0019	0.6176	-0.3278	-0.7123	1.0048	36.0635	40.5884
1.5969	-0.9696	110.3338	-0.1972	-0.2579	-9.6063	-0.3432	0.4163	-0.5074	-0.3275	-0.7106	1.0130	36.0686	40.5884
1.5937	-0.9762	110.3369	-0.2048	-0.2802	-9.5831	0.2354	-0.2842	-0.0585	-0.3291	-0.7133	1.0009	36.0786	40.5884
1.6013	-0.9777	110.3441	-0.1971	-0.2578	-9.5832	-0.2936	-0.2345	-0.3369	-0.3273	-0.7139	1.0042	36.0837	40.5884
1.6001	-0.9770	110.3213	-0.1971	-0.2728	-9.5986	0.0677	-0.2234	0.1608	-0.3313	-0.7183	1.0009	36.1089	40.5884
1.6057	-0.9769	110.3030	-0.1894	-0.2579	-9.5909	0.0601	0.2220	0.0804	-0.3262	-0.7176	1.0041	36.0887	40.5884
1.5922	-0.9867	110.3080	-0.1894	-0.2653	-9.5909	-0.0003	0.1033	0.3555	-0.3265	-0.7089	1.0066	36.0988	40.5884
1.5943	-1.0036	110.2993	-0.2050	-0.2429	-9.5910	-0.1114	0.1882	0.3698	-0.3250	-0.7079	1.0086	36.0786	40.5884
1.5772	-1.0067	110.2894	-0.1894	-0.2654	-9.5986	0.4668	0.0134	-0.0175	-0.3265	-0.7121	1.0049	36.0786	40.6647
1.5587	-1.0203	110.2922	-0.1894	-0.2653	-9.5909	0.6025	0.1717	0.2736	-0.3249	-0.7108	1.0022	36.0585	40.6647
1.5571	-1.0162	110.2796	-0.1971	-0.2728	-9.5832	0.1901	-0.7434	-0.3945	-0.3274	-0.7121	1.0052	36.0837	40.6647
1.5652	-1.0284	110.2743	-0.1972	-0.2579	-9.5909	-0.5047	-0.0779	0.0021	-0.3261	-0.7177	0.9964	36.0887	40.6647
1.5710	-1.0113	110.2701	-0.1894	-0.2654	-9.5986	-0.0011	-0.0397	-0.0002	-0.3267	-0.7126	1.0030	36.0837	40.6647
1.5444	-1.0044	110.2602	-0.1972	-0.2504	-9.6064	-0.4972	-0.3648	-0.1732	-0.3271	-0.7131	1.0013	36.0887	40.6647
1.5556	-1.0183	110.2668	-0.1894	-0.2654	-9.6063	-0.1581	0.2359	-0.6070	-0.3250	-0.7031	1.0060	36.1189	40.6647
1.5311	-1.0126	110.2647	-0.1972	-0.2654	-9.6140	-0.1073	-0.4597	0.2245	-0.3258	-0.7126	1.0061	36.1240	40.6647
1.5158	-1.0008	110.2760	-0.1972	-0.2504	-9.6064	-0.5455	0.5743	0.0567	-0.3261	-0.7096	1.0057	36.1290	40.6647
1.5220	-0.9906	110.2380	-0.1895	-0.2430	-9.5987	-0.0371	0.0432	-0.3011	-0.3293	-0.7140	1.0001	36.1089	40.6647
1.5261	-0.9797	110.2458	-0.1972	-0.2504	-9.5910	-0.6025	0.0473	0.7774	-0.3251	-0.7152	1.0024	36.1139	40.6647
1.5137	-0.9603	110.2487	-0.1895	-0.2504	-9.5987	-0.0673	-0.2089	0.2495	-0.3246	-0.7122	1.0023	36.1038	40.6647
1.5259	-0.9701	110.2466	-0.1972	-0.2504	-9.5833	0.2671	-0.1500	-0.2194	-0.3222	-0.7068	1.0139	36.1139	40.6647
1.5503	-0.9806	110.2422	-0.1971	-0.2653	-9.5909	-0.2760	0.0104	-0.4626	-0.3257	-0.7073	1.0096	36.0988	40.6647
